id,name,short_name,owner_email,tax_id,address1,address2,city,us_state,zipcode,country,external_id,status,reject_reason,reject_detail,owner_id,reviewer_id,organization_id,notes,created_at,updated_at,approved_time_utc,account_code,sales_rep_id,owner_sales_rep_country,owner_sales_rep_office,owner_sales_rep_name,form_active_time,member_office,last_execution_time
3623,"FUJIAN LUCKY TRANS CO.,LTD.",FUJIAN LUCKY TRANS,jlm@fjltrans.cn,91350102550959152H,"HENGLI BUILDING NORTH., NO.128 WUSI ROAD, FUZHOU FUJIAN, CHINA",,FUZHOU,FUJIAN,350001,CN,CNF005959,APPROVED,,,4462,45,2979,,2020/3/31 上午 08:03:38,2020/3/31 上午 08:17:51,2020/3/31 上午 08:17:50,CNF005959,259,CN,FUZHOU,"JESSICA LIN (LIN, XIAO-YAN)",,FUZHOU,2020/5/18 上午 01:32:21
3628,Allcom Sp. z o.o.,Allcom,j.tyminska@allcom.gdynia.pl,586-10-45-219,UL. 10 LUTEGO 16,,Gdynia,,81-364,PL,PLA000012,APPROVED,,,4469,43,2986,,2020/3/31 上午 09:16:08,2020/4/1 上午 04:12:36,2020/4/1 上午 04:12:36,PLA000012,1615,PL,GDYNIA,DEFAULT EMAIL,2020/3/31 上午 08:59:16,GDYNIA,2020/5/18 上午 01:32:21
3627,"GRANDWORLD LOGISTICS CO.,LTD",GRANDWORLD,gwlsw1@gwl-logistics.com,913702020732683071,"RM 1402,B Tower, FuTai Plaza,No.18Hong Kong Middle Road, Qing Dao China",,QINGDAO,SHANDONG,266071,CN,CNG007780,APPROVED,,,4466,45,2983,,2020/3/31 上午 08:52:07,2020/3/31 上午 09:03:05,2020/3/31 上午 09:03:04,CNG007780,186,CN,QINGDAO,"SMART PU (PU, YU-TAO)",2020/3/24 上午 03:00:20,QINGDAO,2020/5/18 上午 01:32:21
3616,GREEN MASTER INTERNATIONAL FREIGHT SERVICES LTD.1586329504.rejected,GMI,chunyu.vasily@gmail.com.1586329504.rejected,+886-2-2515-618.1586329504.rejected,"11F, NO.160, SEC. 2, NANKING EAST ROAD TAIPEI TAIWAN, R.O.C.",,TAIPEI,,10491,TW,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you.",4452,45,,,2020/3/31 上午 07:11:57,2020/4/8 上午 07:05:04,,,409,TW,TAIPEI,"WESLEY YU,(YU, WEN-WEI)",,TAIPEI,2020/5/18 上午 01:32:21
3631,Woodvale Multiproducts Limited,Woodvale,procurement@woodvale.co.ke,0001000,Nairobi,,Nairobi,NAIROBI AREA,00100,KE,,UNAUTHORIZED,,,4473,,,,2020/3/31 下午 12:27:26,2020/3/31 下午 12:27:26,,,1367,IN,RAJKOT,GIRIRAJ RANA,2020/3/31 下午 12:27:11,RAJKOT,2020/5/18 上午 01:32:21
3633,Salvat Logistica SA,Salvat Logistica SA,miguel.ripoll@salvatlogistica.com,A08711558,Avda puerto de Alicante 13,Parque logistico de Valencia,Ribarroja del Turia,,46190,ES,ESS001204,APPROVED,,,4475,43,2989,,2020/3/31 下午 01:47:04,2020/4/1 上午 04:18:17,2020/4/1 上午 04:18:17,ESS001204,1183,ES,VALENCIA,DEFAULT EMAIL,2020/3/29 下午 04:18:18,VALENCIA,2020/5/18 上午 01:32:21
3630,"Across Pacific Shipping Co., Limited",Across Pacific Shipping,jason@ap-shipping.com,91440300056169825Y,"10F, Block A, Haide Bldg, Nanxin Road,","Nanshan District, Shenzhen, China 518000",Shenzhen,,518000,,CNA005521,APPROVED,,,4472,43,2991,,2020/3/31 上午 10:56:11,2020/4/1 上午 04:19:01,2020/4/1 上午 04:19:01,CNA005521,113,CN,SHENZHEN,"WINSTON WENG (WENG, JIAN-HAO)",2020/2/1 下午 01:02:32,SHENZHEN,2020/5/18 上午 01:32:21
3637,"CHINA MASTER LOGISTICS (DALIAN) CO., LTD",CML (DALIAN),huguang@cmlog.com,91210242576052495B,"Rm 1608, Gold Name Tower No. 68 Renmin Road, Zhongshan Dist. Dalian, p.r. China",,DALIAN,LIAONING,116001,CN,CNC011319,APPROVED,,,4480,43,2993,,2020/4/1 上午 01:01:52,2020/4/1 上午 04:21:40,2020/4/1 上午 04:21:40,CNC011319,264,CN,DALIAN,"JACK YIN (YIN , HONG-WEI)",2020/4/1 上午 12:26:40,DALIAN,2020/5/18 上午 01:32:21
3638,"SHANGHAI CHUANHONG INTERNATIONAL TRANSPORTATION CO.,LTD",SHANGHAI CHUANHONG,wxj@chuanhong-sh.com,9131010976721424XD,"B ROOM, 16/F DONGTAI BUILDING, NO.309 TANGGU ROAD, SHANGHAI ,CHINA",,SHANGHAI,SHANGHAI,200000,CN,CNS032950,APPROVED,,,4481,43,2994,,2020/4/1 上午 01:23:41,2020/4/1 上午 04:22:44,2020/4/1 上午 04:22:44,CNS032950,1655,CN,HANGZHOU,JOE ZHANG,2020/4/1 上午 01:21:28,HANGZHOU,2020/5/18 上午 01:32:21
3636,Worldwide Logistics Co Ltd Xiamen Branch.1585721342.rejected,WWGXMN,22843472@qq.com.1585721342.rejected,91350206761714155G.1585721342.rejected,"Unit 2R,C2 Huamei Park,No.132 Huachang Rd,Huli District",,Xiamen,FUJIAN,361006,CN,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you.",4479,45,,,2020/4/1 上午 12:52:50,2020/4/1 上午 06:09:02,,,382,CN,XIAMEN,"PETER SUN (SUN, HUAI-DE)",,XIAMEN,2020/5/18 上午 01:32:21
3629,"PRO 3 BUILD INTERNATIONAL CO., LTD.",PRO 3 BUILD,oversea@pro3buildinter.com,0105551100692,"19/8-9 HUAMARK RD., HUAMARK , BANGKAPI",,BANGKOK,BANGKOK,10240,TH,THP001206,APPROVED,,,4470,43,3180,,2020/3/31 上午 09:44:05,2020/4/7 上午 03:38:59,2020/4/7 上午 03:38:59,THP001206,542,TH,BANGKOK,NARONGRIT WONGKONGSAWAD,2020/3/31 上午 09:24:35,BANGKOK,2020/5/18 上午 01:32:21
3632,Fornazor Intl Inc,Fornazor,carl@fornazor.com,222822799,455 Hillsdale Ave,,Hillsdale,NEW JERSEY,07642,US,USF001028,APPROVED,,,4474,43,3228,,2020/3/31 下午 01:38:17,2020/4/8 上午 03:48:14,2020/4/8 上午 03:48:14,USF001028,1566,US,BALTIMORE,TODD ROTELLA,2020/3/31 下午 01:34:30,BALTIMORE,2020/5/18 上午 01:32:21
3634,BLUE CARRIER LINE INC,BLCE,mickey@bluecarrierline.com,461995951,808 RUSSELL PALMER RD,SUITE 268,KINGWOOD,TEXAS,77339,US,USB005581,APPROVED,,,4476,43,3282,,2020/3/31 下午 02:43:34,2020/4/9 上午 03:35:56,2020/4/9 上午 03:35:56,USB005581,1526,US,NEW YORK,JOE VERA,2020/3/31 下午 02:32:44,NEW YORK,2020/5/18 上午 01:32:21
3625,Panda Supply Chain Service Co. Ltd.,Panda,ivyzou@pandahk.com,91440300580057539C,"Room 301,Floor 3,Huaya Building C2 District,Huaya Industrial Park,Road Jihua,Longhua New District,Shenzhen,Guangdong",,SHENZHEN,,518500,CN,CNP003456,APPROVED,,,4464,45,3422,,2020/3/31 上午 08:15:20,2020/4/13 上午 10:07:10,2020/4/13 上午 10:07:10,CNP003456,127,CN,SHENZHEN,"LEO LIANG (LIANG, DE-HUI)",2020/3/16 上午 09:23:11,SHENZHEN,2020/5/18 上午 01:32:21
3619,"EDM INTERNATIONAL LOGISTICS, INC.","EDM INTERNATIONAL LOGISTICS, INC.",import@edmlogistics.com,20-5862566,17800 Castleton Street,Suite 368,CITY OF INDUSTRY,CALIFORNIA,91748,US,USE003635,APPROVED,,,4455,45,3428,,2020/3/31 上午 07:32:17,2020/4/14 上午 01:22:28,2020/4/14 上午 01:22:28,USE003635,157,CN,SHANGHAI,"LASERLIN GUO (GUO, LAI-XIN)",2020/3/31 上午 07:31:53,SHANGHAI,2020/5/18 上午 01:32:21
3622,Mitsubishi Elevator Asia.,AMEC,amornrat@mitsubishielevatorasia.co.th,0105534041471,"700/86 AMATA CITY CHONBIRI INDUSTRIAL ESTATE MOO 6,DEBARATANA RD., DONHUAROH SUB-DISTRICT,",,MUANG DISTRICT,CHON BURI,20000,TH,THM000020,APPROVED,,,4461,45,3592,,2020/3/31 上午 08:02:34,2020/4/17 上午 03:58:21,2020/4/17 上午 03:58:21,THM000020,1305,TH,LAEM CHABANG,THACHANON PHONGPAK,2020/3/31 上午 08:00:20,LAEM CHABANG,2020/5/18 上午 01:32:21
3639,"T P K ADVANCE STARCH CO., LTD.",TPK,sales@tpkstarch.com,0105552017888,"No.30, 1-2,6,8 Floors, Soi Bangna-Trat 25,North Bangna, Bangna",,Bangkok,BANGKOK,10260,TH,THT002505,APPROVED,,,4484,43,2995,,2020/4/1 上午 01:41:43,2020/4/1 上午 04:23:49,2020/4/1 上午 04:23:49,THT002505,538,TH,BANGKOK,NOPPANUN SUWANARATANA,2020/4/1 上午 01:40:24,BANGKOK,2020/5/18 上午 01:32:21
3640,"BOT INTERNATIONAL LOGISTICS CO., LTD.",BOT,lulu@bot-corp.com,91440300599096685C,"18TH FLOOR,BUILDINGB,SUNNY KECHUANG CENTER, NO.1024 NANXINROAD, NANSHAN DISTRICT, SHENZHEN",,Shenzhen,GUANGDONG,518100,CN,CNS030914,APPROVED,,,4485,43,2996,,2020/4/1 上午 01:42:30,2020/4/1 上午 04:24:40,2020/4/1 上午 04:24:40,CNS030914,17,CN,NINGBO,"JAY DU (DU, CHENG-CAI)",2020/4/1 上午 01:41:57,NINGBO,2020/5/18 上午 01:32:21
3645,BDP (Malaysia) Sdn Bhd,BDP,munirah.mohamad@bdpint.com,283532-P,"Block B-809, Phileo Damansara 1","Jalan 16/11, Off Jalan Damansara",Petaling Jaya,SELANGOR DARUL EHSAN,46350,MY,MYB000020,APPROVED,,,4490,43,2997,,2020/4/1 上午 02:06:06,2020/4/1 上午 04:25:11,2020/4/1 上午 04:25:11,MYB000020,830,MY,PORT KLANG,"NG CHING YEE, DENISE",2020/3/31 上午 02:59:14,PORT KLANG,2020/5/18 上午 01:32:21
3641,TOPLINK LOGISTICS SDN BHD,TOPLINK LOGISTICS SDN BHD,marketing@toplink.com.my,1281755-D,"NO.16B,PELANGI AVENUE,JALAN KELICAP 42A/KU1,",KLANG BANDAR DI-RAJA,KLANG,SELANGOR DARUL EHSAN,41050,MY,MYT002971,APPROVED,,,4486,43,2998,,2020/4/1 上午 01:53:20,2020/4/1 上午 04:25:26,2020/4/1 上午 04:25:26,MYT002971,842,MY,PORT KLANG,BARBARA CHEW KWAN LAI,2020/3/31 上午 08:59:18,PORT KLANG,2020/5/18 上午 01:32:21
3662,Morrison Express (M) Sdn Bhd,MEC,raymond_khay@morrisonexpress.com,218871-W,"No.308-B, Jalan Dato Ismail Hashim",Sungai Ara,Bayan Lepas,PENANG,11900,MY,MYM000079,APPROVED,,,4510,46,2999,,2020/4/1 上午 04:09:22,2020/4/1 上午 04:25:58,2020/4/1 上午 04:25:58,MYM000079,849,MY,PENANG,AARON ONG GHEE FAN,2020/4/1 上午 04:08:34,PENANG,2020/5/18 上午 01:32:21
3648,ST Cargo Management Sdn Bhd,ST Cargo,elise@stcargo.com.my,1159410-W,"128B,Jalan Batu Unjur 1,Taman Bayu Perdana",,Klang,SELANGOR DARUL EHSAN,41200,MY,MYS004961,APPROVED,,,4495,43,3000,,2020/4/1 上午 02:22:20,2020/4/1 上午 04:26:33,2020/4/1 上午 04:26:33,MYS004961,830,MY,PORT KLANG,"NG CHING YEE, DENISE",2020/3/31 上午 03:02:51,PORT KLANG,2020/5/18 上午 01:32:21
3642,"NINETRANS LOGISTICS CO.,LTD.1585715254.rejected",NINETRANS LOG,shally_jt01@vip.163.com.1585715254.rejected,913302017804485779.1585715254.rejected,"12A lvyuan building No. 558 canghai road,ningbo,china",,NINGBO,,315040,CN,,REJECTED,others,Please register with correct email address,4487,43,,,2020/4/1 上午 01:59:52,2020/4/1 上午 04:27:35,,,207,CN,NINGBO,"TSINGHUA CHEN (CHEN, QING-HUA)",,NINGBO,2020/5/18 上午 01:32:21
3651,NEZORF TRANSPORT / NEZORF TRADING,NEZTRA,eaguisihan@nezorftransport.com,106780244000,"BLOCK 18 LOT 20 VIVA HOMES ESTATE SUBD, MOLINO-PALIPARAN ROAD BRGY SALAWAG",,DASMARINAS,CAVITE,4114,PH,PHN000851,APPROVED,,,4498,43,3002,,2020/4/1 上午 02:41:30,2020/4/1 上午 04:28:37,2020/4/1 上午 04:28:37,PHN000851,336,PH,MANILA,CON CARME CLAIRE AVANZADO BIGLETE,2020/3/31 上午 12:52:11,MANILA,2020/5/18 上午 01:32:21
3650,SCHENKER CHINA LTD. JIAXING OFFICE,SCHENKER,allen.xu@dbschenker.com,91330400MA28ARQX18,"ROOM 2301, CAIFU SQUARE, NO.527, ZHONG SHAN WEST ROAD",,JIAXING,ZHEJIANG,314001,CN,CNS024275,APPROVED,,,4497,43,3003,,2020/4/1 上午 02:38:09,2020/4/1 上午 04:28:55,2020/4/1 上午 04:28:55,CNS024275,229,CN,NINGBO,"ELLA LV (LV, XIN)",2020/4/1 上午 01:39:57,NINGBO,2020/5/18 上午 01:32:21
3652,"Sinotrans ZheJiang (Xiaoshan) Co.,Ltd.",Sinotrans ZheJiang (Xiaoshan),lichenxia@sinotrans-xs.com,913301093975047919,"Room1301,13F,Suite C Qiutao Development Mansion, 256 Qiutao Road, Hangzhou 310000P.R.China",,HANGZHOU,ZHEJIANG,310000,CN,CNS029492,APPROVED,,,4500,43,3004,,2020/4/1 上午 02:48:47,2020/4/1 上午 04:29:14,2020/4/1 上午 04:29:14,CNS029492,1655,CN,HANGZHOU,JOE ZHANG,2020/4/1 上午 01:47:43,HANGZHOU,2020/5/18 上午 01:32:21
3654,Daiphone (shanghai) International Limited,Daiphone,zoe@daiphone.cn,91310109063732639T,"ROOM 809, NO.273, SIPING ROAD,SHANGHAI,CHINA",,SHANGHAI,SHANGHAI,200081,CN,CND006370,APPROVED,,,4502,43,3005,,2020/4/1 上午 03:16:48,2020/4/1 上午 04:29:33,2020/4/1 上午 04:29:33,CND006370,174,CN,SHANGHAI,"BRIAN HUANG (HUANG, CHENG-QI)",2020/4/1 上午 03:16:12,SHANGHAI,2020/5/18 上午 01:32:21
3653,UNIONPOWER LOGITICS (CHINA) LTD.SHENZHEN BRANCH,UNIONPOWER,kevin.szx@unionpower.com,91440300051520858N,"ROOM A /14F , HONG LONG CENTURY PLAZZA NO.4002 LUOHU DISTRICT",,SHENZHEN,,518000,,CNU001308,APPROVED,,,4501,43,3006,,2020/4/1 上午 03:06:46,2020/4/1 上午 04:29:52,2020/4/1 上午 04:29:52,CNU001308,373,CN,ZHONGSHAN,"HANKS HONG (HONG, ZHI-HAN)",2020/3/31 上午 07:23:06,ZHONGSHAN,2020/5/18 上午 01:32:21
3646,"QINGDAO HEZHI INTERNATIONAL LOGISTICS CO.,LTD",QINGDAO HEZHI,op01@qd-hezhi.com,91370202MA3PQPLC7G,"200 METRES SOUTH OF THE INTERSECTION OF SHUOYANG ROADAND JINGCHENG ROAD,CHENGYANGDISTRICT,QINGDAO CITY,SHANDONG PROVINCE",,qingdao,SHANDONG,266002,CN,CNQ007736,APPROVED,,,4493,46,3008,,2020/4/1 上午 02:13:33,2020/4/1 上午 04:30:21,2020/4/1 上午 04:30:21,CNQ007736,202,CN,QINGDAO,"DAVY SONG (SONG, WEI-CHAO)",2020/4/1 上午 02:10:55,QINGDAO,2020/5/18 上午 01:32:21
3655,VANTAGE LOGISTICS CORPORATION,VANTAGE,alice-vn@vantage-logistics.com.vn,0302802063,"Suite 06.01, Tower A, Rivergate Residence, 151-155 Ben Van Don, Dist 4",,84,,151-155,VN,VNV000023,APPROVED,,,4503,43,3009,,2020/4/1 上午 03:19:25,2020/4/1 上午 04:30:22,2020/4/1 上午 04:30:22,VNV000023,497,VN,HO CHI MINH,RAY DO (DO HONG HAI),2020/4/1 上午 02:46:42,HO CHI MINH,2020/5/18 上午 01:32:21
3660,MINGKUN INTERNATIONAL LOGISTICS LTD ZHONGSHEN BRANCH,MINGKUN ZS,karihuang@mingkungz.com,91442000097702008Y,"Rm 709, North Tower Holiday Plaza, NO.6 Xingzhong RD, Zhongshan, 528400 China",,ZHONGSHAN,GUANGDONG,528400,CN,CNM003535,APPROVED,,,4508,43,3011,,2020/4/1 上午 03:55:00,2020/4/1 上午 04:31:36,2020/4/1 上午 04:31:36,CNM003535,380,CN,ZHONGSHAN,"CHRIS HUANG (HUANG, WEN-CHANG)",2020/4/1 上午 01:20:29,ZHONGSHAN,2020/5/18 上午 01:32:21
3656,DERSON INTERNATIONAL CORP.,DSI,jasminesun@tw.dersongroup.com,52443322,"9F-A1, NO. 52, SEC. 2, CHANGAN EAST ROAD,",,TAIPEI,,104,TW,TWD001718,APPROVED,,,4504,45,3012,,2020/4/1 上午 03:24:46,2020/4/1 上午 05:36:35,2020/4/1 上午 05:36:35,TWD001718,414,TW,TAIPEI,"JIMMY CHI,(CHI, CHEN-YING)",2020/4/1 上午 03:23:12,TAIPEI,2020/5/18 上午 01:32:21
3657,"TISCO FORWARDER CO.,LTD.",TISCO,ocean@tiscoair.com.tw,16115627,"7F,No.136,Jhongjheng 4th RD.,Cianjin Dist.,Kaohsiung City,Taiwan,R.O.C.",,Kaohsiung,,801,TW,TWT003454,APPROVED,,,4505,45,3014,,2020/4/1 上午 03:30:55,2020/4/1 上午 05:38:30,2020/4/1 上午 05:38:29,TWT003454,312,TW,KAOHSIUNG,"THOMPSON LIN,(LIN, CHANG-CHIA)",2020/4/1 上午 03:26:11,KAOHSIUNG,2020/5/18 上午 01:32:21
3644,Sea Trade Logistics Australia Pty Ltd,STLA,kevin@stla.com.au,33627766152,3/28 Wheatsheaf Road Glenroy,,GLENROY,VICTORIA,3046,AU,AUS001748,APPROVED,,,4489,44,3027,,2020/4/1 上午 02:03:34,2020/4/1 上午 07:18:16,2020/4/1 上午 07:18:16,AUS001748,1419,AU,MELBOURNE,NICHOLAS MILLS,2020/4/1 上午 02:01:26,MELBOURNE,2020/5/18 上午 01:32:21
3658,Sichuan Star Plastics Company Limited.1585728458.rejected,Sichuan Star Plastics,80756033@qq.com.1585728458.rejected,91511523356236428L.1585728458.rejected,"Chinese Mainland Add:Industrial Park, Jiang'an Town, Yibin City, Sichuan Province,",,YIBIN,,JIANGAN,CN,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you.
",4506,45,,,2020/4/1 上午 03:32:07,2020/4/1 上午 08:07:38,,,1406,CN,CHONG QING,"LEO LUO (LUO, LI-KE)",,CHONG QING,2020/5/18 上午 01:32:21
3661,PROMISE CARGO COMPANY LIMITED,PRC,susu@promisecargo.co.in,125038921,"NO.1594(A),NGWE KYAR YAN STREET, 53 QUARTER","NO.1594(A),NGWE KYAR YAN STREET, 53 QUARTER",YANGON,YANGON,11181,MM,MMP000278,APPROVED,,,4509,43,3074,,2020/4/1 上午 04:04:31,2020/4/6 上午 01:44:37,2020/4/6 上午 01:44:37,MMP000278,1663,MM,YANGON,NAW PAN NU WAI,2020/4/1 上午 04:03:56,YANGON,2020/5/18 上午 01:32:21
3647,"TTI FREIGHT FORWARDER CO., LTD.","TTI FREIGHT FORWARDER CO., LTD.",ops6.sha@traffictechasia.com,91310000664318038A,"UnitA, 23/F ,Meixin Mansion, No.728 Xizang Road(M),200001,Shanghai,China",,shanghai,SHANGHAI,200001,CN,CNT009687,APPROVED,,,4494,46,3089,,2020/4/1 上午 02:14:28,2020/4/6 上午 01:54:29,2020/4/6 上午 01:54:29,CNT009687,232,CN,NINGBO,ARNOLD WANG,2020/3/31 上午 09:27:07,NINGBO,2020/5/18 上午 01:32:21
3649,"TOKYO SANYU SHIPPING CO., LTD..1586765662.rejected",TOKYO SANYU,nakayama@tokyosanyu.co.jp.1586765662.rejected,NONE.1586765662.rejected,SHIN CHUO BLDG. KYOBASHI 5FL.,"NO.1-5 SHINTOMI 1-CHOME, CHUO-KU",TOKYO,,104-0041,JP,,REJECTED,invalid_tax_id,,4496,46,,,2020/4/1 上午 02:24:54,2020/4/13 上午 08:14:23,,,675,JP,TOKYO,YASUNOBU TAKATA,,TOKYO,2020/5/18 上午 01:32:21
3643,Ningbo Qinghai International Logistics co. LTD.1587540580.rejected,DCL,48395851@qq.com.1587540580.rejected,367572822049.1587540580.rejected,"B2, 10th floor, block B, xinjinsui building, no.138 jiefang north road, haishu district,ningbo city",,NINGBO,ZHEJIANG,HAISHU,CN,,REJECTED,others,Please contact sales rep if any.,4488,43,,,2020/4/1 上午 02:00:39,2020/4/22 上午 07:29:41,,,102,CN,NINGBO,"DENNIS WU (WU, ZENG-HUI)",,NINGBO,2020/5/18 上午 01:32:21
3659,"UNITED RELOCATIONS(THAILAND)CO.,LTD",United Relocations,csexport@unitedreloth.com,0105551004821,"32/3 Soi Bangna-Trad56,Bangna-Trad Road,","Bangna,Bangna",Bangkok,BANGKOK,10260,TH,THU000298,APPROVED,,,4507,46,3007,,2020/4/1 上午 03:49:50,2020/4/1 上午 04:30:00,2020/4/1 上午 04:29:59,THU000298,547,TH,BANGKOK,KANTHIDA KANTHA,2020/4/1 上午 03:39:44,BANGKOK,2020/5/18 上午 01:32:21
3664,KINTETSU WORLD EXPRESS (GUANGZHOU) LIMITED,KINTETSU,kwecanocean@kwe.com,914401015523580197,"ROOM1505, YUEHAI TOWER, TIANHE PLAZA, NO.208 TIANHE ROAD",,GUANGZHOU,GUANGDONG,510000,CN,CNK000697,APPROVED,,,4512,43,3010,,2020/4/1 上午 04:22:39,2020/4/1 上午 04:31:13,2020/4/1 上午 04:31:13,CNK000697,250,CN,GUANGZHOU,"COCO LIN,(LIN, JING)",,GUANGZHOU,2020/5/18 上午 01:32:21
3667,PSM INTERNATIONAL LTD,PSM,mayphoo.khin@ps-myanmar.com,120636448,"No.5A, 247/249BO Myat Tun Tower (Upper Block), BO Myat Tun Road10 Ward,",,11121,YANGON,11121,MM,MMP000267,APPROVED,,,4515,45,3015,,2020/4/1 上午 04:45:55,2020/4/1 上午 05:38:49,2020/4/1 上午 05:38:49,MMP000267,1663,MM,YANGON,NAW PAN NU WAI,2020/4/1 上午 04:45:38,YANGON,2020/5/18 上午 01:32:21
3672,"AIF Global Logistics Co.,Ltd",AIF,aifrgn.ocean@aif-international.com,537FC,"International Commercial Centre , 422/426 Corner of Strand Road & Botahtaung Pagoda Road,","#04-03 Botahtaung Township,Yangon , Myanmar.",YANGON,YANGON,11181,MM,MMA000334,APPROVED,,,4520,45,3017,,2020/4/1 上午 05:17:08,2020/4/1 上午 05:40:33,2020/4/1 上午 05:40:33,MMA000334,1663,MM,YANGON,NAW PAN NU WAI,2020/4/1 上午 04:43:26,YANGON,2020/5/18 上午 01:32:21
3666,PT Tunas Samudra Kurnia,PT TSK,hendra@tsklogistics.com,013489737503001,Perum Semarang Indah DXXI no 3A & 5,,Semarang,,50144,ID,IDT000502,APPROVED,,,4514,45,3018,,2020/4/1 上午 04:45:26,2020/4/1 上午 05:40:58,2020/4/1 上午 05:40:58,IDT000502,758,ID,SEMARANG,FAUZI FAHRUDIN,2020/4/1 上午 04:44:45,SEMARANG,2020/5/18 上午 01:32:21
3669,nanjing chervon industry co.ltd,chervon,sunnywangchervon@sohu.com,91320115608968458N,T99 West Tian-yuan Road | Jiangning Economic & Technical Development Zone,,nanjing,JIANGSU,211106,CN,CNN002568,APPROVED,,,4517,45,3019,,2020/4/1 上午 05:05:00,2020/4/1 上午 05:43:06,2020/4/1 上午 05:43:06,CNN002568,239,CN,NANJIN,"AARON ZHANG (ZHANG, SHU)",2020/3/19 上午 09:04:59,NANJIN,2020/5/18 上午 01:32:21
3674,"MASTER INTERNATIONAL LOGISTICS (CHINA) CO., LTD. NINGBO BRANCH",MASTER-NGB,robert_zhang@master-log.com,913302036747066243,"RM513-515,DIZHI BLVD, NO.501 SOUTH LIYUAN ROAD,HAISHU DISTRICT, NINGBO, CHINA",,NINGBO,ZHEJIANG,315040,CN,CNM002805,APPROVED,,,4522,45,3020,,2020/4/1 上午 05:29:39,2020/4/1 上午 05:43:35,2020/4/1 上午 05:43:35,CNM002805,207,CN,NINGBO,"TSINGHUA CHEN (CHEN, QING-HUA)",2020/4/1 上午 05:28:51,NINGBO,2020/5/18 上午 01:32:21
3668,CENTRAL EXPRESS LINES PTE LTD,CEL,emily@cel.com.sg,198602797E,511 KAMPONG BAHRU ROAD,#03-04 KEPPEL DISTRIPARK,SINGAPORE,,099447,SG,SGC000025,APPROVED,,,4516,45,3021,,2020/4/1 上午 04:57:35,2020/4/1 上午 05:57:10,2020/4/1 上午 05:57:10,SGC000025,576,SG,SINGAPORE,BELINDA LIN ZI TING (BELINDA LIN ZI TING),2020/4/1 上午 04:55:55,SINGAPORE,2020/5/18 上午 01:32:21
3670,DECENT LOGISTICS LIMITED,DECENT,opb@decentlog.com,91310000MA1FL1XQ2H,"ROOM 506-507, SHENERGY INTERNATIONAL BUILDING,","NO.1 MIDDLE FUXING ROAD,SHANGHAI 200021",SHANGHAI,SHANGHAI,200021,CN,CND007346,APPROVED,,,4518,45,3022,,2020/4/1 上午 05:05:27,2020/4/1 上午 05:57:27,2020/4/1 上午 05:57:26,CND007346,166,CN,SHANGHAI,"GEORGE CHEN (CHEN, QI)",2020/4/1 上午 05:05:00,SHANGHAI,2020/5/18 上午 01:32:21
3677,WISEPOWER TRANSPORTATION & DISTRIBUTION(GUANGZHOU) LTD.,WISEPOWER,jianghai@wtdchina.com,9144010618437538N,"RM.801-802, HUANQIU PLAZA, NO.829 REN MIN ROAD NORTH, YUEXIU DISTRICT",,GUANGZHOU,GUANGDONG,510000,CN,CNW005764,APPROVED,,,4525,45,3024,,2020/4/1 上午 05:52:17,2020/4/1 上午 06:10:01,2020/4/1 上午 06:10:01,CNW005764,250,CN,GUANGZHOU,"COCO LIN,(LIN, JING)",2020/4/1 上午 05:51:25,GUANGZHOU,2020/5/18 上午 01:32:21
3678,"ICL CO.,LTD",ICL,log01@iclciao.com,91440300664175698Q,"RM1004-1006, YUEYUN BLDG, SOUTH WENJIN ROAD",,SHENZHEN,GUANGDONG,518001,CN,CNI001111,APPROVED,,,4526,44,3025,,2020/4/1 上午 06:05:48,2020/4/1 上午 06:10:03,2020/4/1 上午 06:10:02,CNI001111,250,CN,GUANGZHOU,"COCO LIN,(LIN, JING)",2020/4/1 上午 05:42:12,GUANGZHOU,2020/5/18 上午 01:32:21
3681,SOLEX LOGISTICS INC..1586836546.rejected,SOLEX,amanda@solextpe.com.tw.1586836546.rejected,97081458.1586836546.rejected,"NO.131, 13F , SONG-JIANG RD.",,TAIPEI,,104,TW,,REJECTED,others,Duplicated,4532,45,,,2020/4/1 上午 06:59:53,2020/4/14 上午 03:55:47,,,280,TW,TAIPEI,"JOHN HE,(HE, YU-ZHI)",,TAIPEI,2020/5/18 上午 01:32:21
3679,"MAGICAL LOGISTIC CO., LTD.",MAGICAL,linda@magicallogistic.com,28467415,"10F., No. 26, Sec. 3, Nanjing E. Rd., Zhongshan Dist.,",,TAIPEI,,104,TW,TWM001436,APPROVED,,,4530,44,3028,,2020/4/1 上午 06:36:00,2020/4/1 上午 07:19:10,2020/4/1 上午 07:19:10,TWM001436,449,TW,TAIPEI,"WHITE PAI,(PAI, CHUNG-WEI)",2020/4/1 上午 06:35:38,TAIPEI,2020/5/18 上午 01:32:21
